Season,Thermal comfort,Air temperature,Relative humidity,Outdoor air temperature
4,4.0,27.9,56.0,27.0
4,6.0,31.3,35.0,27.0
4,5.0,28.5,49.0,27.0
4,6.0,29.0,46.0,27.0
4,7.0,32.6,37.5,27.0
4,6.0,29.0,45.5,27.0
4,5.0,28.3,47.0,27.0
4,5.0,29.4,42.0,27.0
4,7.0,32.4,42.0,27.0
4,5.0,29.0,40.0,27.0
4,6.0,31.6,43.0,27.0
4,6.0,31.9,41.0,27.0
4,5.0,29.0,42.0,27.0
4,5.0,31.0,40.0,27.0
4,6.0,31.2,48.0,27.0
4,6.0,28.2,48.0,27.0
4,6.0,30.7,38.0,27.0
4,4.0,25.0,46.0,27.0
4,4.0,26.1,49.0,27.0
4,5.0,24.8,46.0,27.0
4,4.0,23.7,48.0,27.0
4,4.0,25.0,50.0,27.0
4,4.0,24.1,48.0,27.0
4,4.0,26.5,49.0,27.0
4,4.0,24.6,47.0,27.0
4,4.0,27.1,40.0,27.0
4,4.0,25.5,47.5,27.0
4,4.0,24.1,53.0,27.0
4,5.0,25.9,43.5,27.0
4,4.0,25.4,45.0,27.0
4,4.0,24.5,49.0,27.0
4,4.0,22.3,53.0,27.0
4,5.0,26.5,42.0,27.0
4,4.0,23.6,51.5,27.0
4,4.0,27.0,43.0,27.0
4,4.0,25.3,46.0,27.0
4,4.0,26.8,47.0,27.0
4,5.0,26.1,48.5,27.0
4,5.0,27.5,48.0,27.0
4,5.0,25.7,50.0,27.0
4,5.0,26.1,51.0,27.0
4,4.0,25.8,48.0,27.0
4,4.0,24.1,48.0,27.0
4,4.0,22.6,47.0,27.0
4,4.0,26.4,46.5,27.0
4,5.0,26.5,51.5,27.0
4,4.0,24.4,46.0,27.0
4,5.0,26.9,48.0,27.0
4,4.0,26.6,47.0,27.0
4,4.0,26.4,48.0,27.0
4,5.0,26.6,47.5,27.0
4,4.0,24.8,48.0,27.0
4,4.0,23.9,48.0,27.0
4,4.0,25.0,48.0,27.0
4,4.0,24.4,49.0,27.0
4,5.0,24.4,41.5,27.0
1,4.0,22.2,52.0,13.0
1,4.0,20.7,59.0,13.0
1,4.0,22.0,51.0,13.0
1,4.0,20.8,56.0,13.0
1,4.0,22.1,56.0,13.0
1,4.0,21.4,58.0,13.0
1,4.0,21.9,55.0,13.0
1,4.0,21.2,51.0,13.0
1,4.0,21.3,50.0,13.0
1,4.0,21.5,55.0,13.0
1,5.0,20.9,59.0,13.0
1,3.0,19.7,58.0,13.0
1,4.0,22.0,51.0,13.0
1,4.0,20.5,52.0,13.0
1,4.0,20.5,57.0,13.0
1,4.0,18.3,60.0,13.0
1,4.0,22.0,56.0,13.0
1,4.0,22.9,55.0,13.0
1,4.0,21.1,53.0,13.0
1,4.0,21.8,57.5,13.0
1,4.0,21.7,56.0,13.0
1,4.0,20.8,51.0,13.0
1,4.0,21.2,57.5,13.0
1,5.0,21.2,56.0,13.0
1,4.0,21.8,51.0,13.0
1,4.0,21.6,56.0,13.0
1,3.0,17.9,57.0,13.0
1,4.0,21.2,60.0,13.0
1,4.0,20.3,55.0,13.0
1,4.0,22.0,55.0,13.0
1,4.0,20.5,49.0,13.0
1,4.0,22.1,53.0,13.0
1,4.0,22.3,54.5,13.0
1,4.0,21.7,54.0,13.0
1,4.0,21.5,53.0,13.0
1,3.0,20.7,57.0,13.0
1,4.0,19.1,66.0,13.0
1,4.0,23.7,41.0,13.0
1,4.0,22.0,56.0,13.0
1,4.0,22.2,49.0,13.0
1,4.0,17.0,60.0,13.0
1,3.0,19.8,57.0,13.0
1,4.0,19.4,52.0,13.0
1,4.0,17.0,51.0,13.0
1,5.0,19.7,53.0,13.0
1,3.0,17.3,64.0,13.0
1,4.0,18.6,54.0,13.0
1,3.0,19.6,53.0,13.0
1,4.0,18.2,53.0,13.0
1,4.0,18.2,65.0,13.0
1,4.0,18.0,60.0,13.0
1,3.0,16.1,57.0,13.0
1,4.0,19.2,58.0,13.0
1,4.0,18.4,55.0,13.0
1,4.0,16.8,54.0,13.0
1,3.0,16.2,70.0,13.0
1,4.0,20.2,51.0,13.0
1,4.0,18.8,53.5,13.0
1,4.0,18.2,55.0,13.0
1,3.0,17.7,61.0,13.0
1,4.0,20.6,53.0,13.0
1,5.0,22.4,52.0,13.0
1,4.0,18.8,49.0,13.0
1,4.0,18.9,52.0,13.0
1,4.0,22.2,57.0,13.0
1,4.0,20.2,54.0,13.0
1,4.0,18.8,54.0,13.0
1,4.0,18.6,62.0,13.0
1,4.0,20.6,53.0,13.0
1,3.0,19.6,49.0,13.0
1,4.0,21.6,53.0,13.0
1,3.0,16.6,53.5,13.0
1,4.0,19.7,55.0,13.0
1,4.0,18.4,54.0,13.0
1,4.0,18.8,55.0,13.0
1,4.0,19.1,55.0,13.0
1,3.0,19.1,60.0,13.0
1,4.0,20.5,51.0,13.0
1,4.0,20.2,52.0,13.0
1,4.0,19.2,53.0,13.0
4,3.0,18.8,72.0,27.0
4,5.0,21.0,68.0,27.0
4,4.0,19.0,65.0,27.0
4,3.0,16.7,67.0,27.0
4,3.0,18.9,75.0,27.0
4,3.0,19.0,65.0,27.0
4,3.0,19.0,60.0,27.0
4,4.0,19.0,66.0,27.0
4,3.0,16.7,61.0,27.0
4,3.0,16.1,75.0,27.0
4,3.0,17.5,65.0,27.0
4,4.0,17.6,70.0,27.0
4,3.0,16.9,65.0,27.0
4,4.0,18.9,70.0,27.0
4,3.0,17.5,64.0,27.0
4,4.0,26.0,36.0,27.0
4,4.0,18.7,65.0,27.0
4,4.0,19.5,60.0,27.0
4,4.0,19.0,65.0,27.0
4,4.0,19.5,55.0,27.0
4,3.0,17.0,68.0,27.0
4,4.0,18.3,68.0,27.0
4,4.0,19.3,60.0,27.0
4,4.0,21.0,60.0,27.0
4,3.0,17.8,65.0,27.0
4,3.0,17.0,70.0,27.0
4,5.0,21.1,71.0,27.0
4,4.0,23.0,65.0,27.0
4,4.0,23.8,70.0,27.0
4,4.0,22.0,65.0,27.0
4,4.0,23.0,70.0,27.0
4,4.0,19.0,65.0,27.0
4,5.0,23.8,65.0,27.0
4,5.0,23.5,70.0,27.0
4,5.0,24.3,60.0,27.0
4,4.0,19.1,80.0,27.0
4,4.0,20.0,75.0,27.0
4,3.0,19.3,79.0,27.0
4,3.0,19.3,82.0,27.0
4,3.0,18.5,85.0,27.0
4,4.0,21.0,70.0,27.0
4,3.0,20.5,83.0,27.0
4,3.0,20.1,76.0,27.0
4,4.0,21.5,80.0,27.0
4,4.0,22.0,70.0,27.0
4,4.0,20.9,77.0,27.0
4,4.0,23.4,70.0,27.0
4,4.0,23.0,72.0,27.0
4,5.0,24.0,71.0,27.0
4,5.0,24.6,68.0,27.0
4,4.0,28.0,55.0,27.0
4,4.0,27.6,59.0,27.0
4,5.0,29.2,52.0,27.0
4,5.0,29.0,51.0,27.0
4,5.0,28.2,48.0,27.0
4,5.0,26.1,53.0,27.0
4,5.0,27.1,45.0,27.0
4,4.0,25.2,58.0,27.0
4,4.0,25.1,55.0,27.0
4,4.0,24.9,55.0,27.0
4,5.0,28.5,40.0,27.0
4,5.0,25.9,54.0,27.0
4,4.0,25.0,60.0,27.0
4,5.0,27.2,52.0,27.0
4,5.0,25.5,56.0,27.0
4,5.0,28.5,40.0,27.0
4,5.0,28.3,40.0,27.0
4,5.0,27.1,46.0,27.0
4,5.0,28.9,40.0,27.0
4,5.0,29.3,43.0,27.0
4,4.0,25.5,63.0,27.0
4,5.0,28.9,46.0,27.0
4,5.0,27.0,50.0,27.0
4,4.0,27.9,43.0,27.0
4,5.0,32.0,42.0,27.0
4,5.0,30.8,43.0,27.0
4,5.0,31.5,42.0,27.0
4,5.0,35.0,40.0,27.0
4,4.0,26.2,48.0,27.0
4,4.0,28.0,45.0,27.0
4,5.0,29.5,43.0,27.0
4,5.0,30.0,42.0,27.0
4,6.0,34.5,40.0,27.0
4,7.0,34.5,41.0,27.0
4,7.0,35.0,40.0,27.0
4,5.0,27.5,46.0,27.0
4,6.0,28.0,43.0,27.0
4,6.0,29.2,42.0,27.0
4,7.0,31.5,42.0,27.0
4,6.0,32.3,40.0,27.0
4,7.0,32.5,40.0,27.0
4,3.0,27.7,45.0,27.0
4,6.0,33.3,44.0,27.0
4,7.0,39.2,40.0,27.0
4,5.0,31.9,47.0,27.0
4,6.0,32.3,45.0,27.0
4,6.0,33.0,45.0,27.0
4,6.0,37.2,42.0,27.0
4,7.0,35.1,42.0,27.0
4,5.0,32.5,45.0,27.0
4,5.0,37.0,43.0,27.0
4,7.0,38.5,40.0,27.0
4,7.0,34.3,42.0,27.0
4,5.0,33.5,42.0,27.0
4,5.0,32.1,53.0,27.0
4,6.0,32.4,54.0,27.0
4,7.0,33.1,50.0,27.0
4,7.0,32.2,53.0,27.0
4,7.0,33.1,51.0,27.0
4,6.0,33.0,50.0,27.0
4,5.0,32.9,51.0,27.0
4,6.0,32.9,52.0,27.0
4,7.0,38.0,45.0,27.0
4,7.0,39.0,43.0,27.0
4,7.0,38.1,46.0,27.0
4,7.0,38.0,46.0,27.0
4,7.0,38.5,42.0,27.0
4,6.0,38.2,43.0,27.0
4,6.0,38.0,44.0,27.0
4,6.0,37.5,45.0,27.0
4,6.0,38.1,44.0,27.0
4,7.0,38.5,44.0,27.0
4,7.0,38.7,43.0,27.0
4,7.0,39.1,41.0,27.0
4,7.0,32.1,51.0,27.0
4,6.0,30.5,55.0,27.0
4,6.0,31.5,54.0,27.0
4,5.0,31.0,55.0,27.0
4,6.0,29.3,58.0,27.0
4,5.0,31.8,53.0,27.0
4,5.0,30.0,56.0,27.0
4,6.0,31.8,53.0,27.0
4,6.0,30.0,57.0,27.0
4,7.0,32.8,46.0,27.0
4,6.0,31.8,51.0,27.0
4,6.0,32.1,49.0,27.0
4,6.0,31.5,50.0,27.0
4,4.0,29.0,51.0,27.0
4,6.0,32.8,47.0,27.0
4,7.0,32.5,50.0,27.0
4,6.0,32.5,48.0,27.0
4,5.0,27.1,56.0,27.0
4,4.0,27.0,57.0,27.0
4,4.0,26.3,59.0,27.0
4,4.0,27.0,57.0,27.0
4,4.0,26.5,58.0,27.0
4,4.0,17.0,70.0,27.0
4,4.0,20.0,65.0,27.0
4,5.0,20.5,60.0,27.0
4,5.0,21.0,60.0,27.0
4,4.0,22.0,56.0,27.0
4,4.0,24.0,50.0,27.0
4,4.0,24.5,50.0,27.0
4,3.0,19.0,60.0,27.0
4,4.0,20.1,58.0,27.0
4,4.0,21.5,54.0,27.0
4,4.0,21.5,56.0,27.0
4,4.0,21.6,55.0,27.0
4,3.0,17.5,70.0,27.0
4,3.0,18.3,68.0,27.0
4,4.0,22.0,49.0,27.0
4,4.0,22.5,55.0,27.0
4,4.0,20.5,53.0,27.0
4,3.0,21.5,51.0,27.0
4,4.0,18.5,60.0,27.0
4,4.0,18.8,58.0,27.0
4,3.0,17.9,63.0,27.0
4,4.0,18.5,70.0,27.0
4,4.0,21.5,52.0,27.0
4,4.0,19.2,54.0,27.0
4,4.0,22.5,48.0,27.0
4,4.0,23.6,45.0,27.0
4,4.0,22.0,50.0,27.0
4,4.0,20.5,63.0,27.0
4,4.0,19.2,65.0,27.0
4,4.0,18.9,70.0,27.0
4,4.0,21.6,60.0,27.0
4,4.0,21.0,53.0,27.0
4,4.0,23.5,46.0,27.0
1,3.0,18.2,65.0,13.0
1,3.0,18.5,65.0,13.0
1,4.0,18.3,66.0,13.0
1,3.0,18.4,65.0,13.0
1,3.0,18.3,65.0,13.0
1,3.0,17.8,67.0,13.0
1,3.0,17.7,70.0,13.0
1,2.0,17.5,70.0,13.0
1,2.0,17.0,73.0,13.0
1,2.0,15.3,70.0,13.0
1,3.0,15.6,68.0,13.0
1,3.0,15.7,66.0,13.0
1,3.0,15.8,66.0,13.0
1,3.0,16.1,65.0,13.0
1,4.0,16.3,65.0,13.0
1,4.0,16.8,63.0,13.0
1,3.0,17.1,62.0,13.0
1,3.0,16.8,64.0,13.0
1,3.0,16.5,66.0,13.0
1,3.0,16.0,70.0,13.0
1,3.0,16.0,70.0,13.0
1,3.0,16.5,69.0,13.0
1,3.0,17.2,65.0,13.0
1,4.0,17.8,65.0,13.0
1,4.0,18.0,60.0,13.0
1,4.0,18.2,60.0,13.0
1,4.0,20.1,54.0,13.0
1,4.0,17.2,60.0,13.0
1,4.0,19.3,53.0,13.0
1,4.0,18.5,54.0,13.0
1,4.0,18.3,55.0,13.0
1,4.0,18.1,57.0,13.0
1,4.0,17.7,57.0,13.0
1,3.0,16.0,70.0,13.0
1,4.0,17.5,58.0,13.0
1,4.0,17.0,60.0,13.0
1,4.0,17.5,65.0,13.0
1,4.0,17.5,65.0,13.0
1,4.0,19.1,67.0,13.0
1,4.0,17.8,69.0,13.0
1,4.0,18.9,68.0,13.0
1,4.0,19.2,70.0,13.0
1,3.0,15.5,72.0,13.0
1,3.0,18.8,71.0,13.0
1,3.0,18.0,70.0,13.0
1,3.0,16.1,72.0,13.0
1,2.0,16.1,72.0,13.0
1,4.0,19.0,68.0,13.0
1,4.0,18.0,70.0,13.0
1,4.0,18.0,70.0,13.0
1,2.0,15.9,71.0,13.0
1,4.0,18.0,68.0,13.0
1,3.0,16.0,70.0,13.0
1,4.0,16.0,70.0,13.0
1,4.0,18.9,68.0,13.0
1,3.0,17.3,67.0,13.0
1,4.0,18.3,71.5,13.0
1,4.0,17.0,70.0,13.0
1,4.0,18.0,70.0,13.0
1,3.0,18.0,68.0,13.0
1,3.0,16.6,71.0,13.0
1,4.0,18.1,71.0,13.0
1,4.0,17.0,73.0,13.0
1,4.0,16.8,70.0,13.0
1,3.0,18.3,69.0,13.0
1,4.0,17.9,68.0,13.0
1,2.0,17.6,69.0,13.0
1,3.0,17.5,69.0,13.0
1,3.0,17.3,69.0,13.0
1,4.0,17.3,69.0,13.0
1,3.0,17.2,71.0,13.0
1,3.0,16.1,69.0,13.0
1,4.0,18.3,72.0,13.0
1,4.0,16.3,68.0,13.0
1,4.0,16.3,68.0,13.0
1,4.0,16.5,68.0,13.0
1,4.0,17.5,67.0,13.0
1,3.0,16.7,69.0,13.0
1,3.0,16.3,69.0,13.0
1,4.0,17.1,68.0,13.0
1,4.0,17.6,68.0,13.0
1,4.0,17.6,68.0,13.0
1,4.0,17.2,73.0,13.0
1,4.0,16.5,65.0,13.0
1,4.0,16.5,65.0,13.0
1,4.0,17.0,50.0,13.0
1,4.0,17.0,66.0,13.0
1,4.0,16.4,68.0,13.0
1,3.0,16.4,68.0,13.0
1,4.0,17.8,68.0,13.0
1,4.0,19.3,70.0,13.0
1,3.0,18.4,74.0,13.0
1,5.0,22.4,70.0,13.0
1,5.0,18.3,75.0,13.0
1,5.0,18.3,75.0,13.0
1,3.0,19.3,69.5,13.0
1,4.0,18.9,76.0,13.0
1,4.0,18.1,70.0,13.0
1,4.0,19.0,78.0,13.0
1,3.0,16.6,66.0,13.0
1,4.0,17.8,70.0,13.0
1,4.0,19.5,68.0,13.0
1,4.0,19.5,68.0,13.0
1,4.0,17.5,71.0,13.0
1,4.0,19.4,69.0,13.0
1,5.0,19.3,69.0,13.0
1,4.0,17.9,59.0,13.0
1,4.0,17.9,59.0,13.0
1,4.0,18.7,65.0,13.0
1,4.0,18.9,69.0,13.0
1,4.0,18.6,60.0,13.0
1,3.0,17.7,69.0,13.0
1,3.0,17.6,73.0,13.0
1,4.0,18.2,62.0,13.0
1,4.0,18.5,70.0,13.0
1,5.0,19.9,67.0,13.0
1,5.0,19.9,67.0,13.0
1,3.0,17.6,72.0,13.0
1,4.0,17.4,72.0,13.0
1,4.0,17.4,72.0,13.0
1,4.0,16.9,73.0,13.0
1,4.0,17.7,60.0,13.0
1,3.0,18.4,61.0,13.0
1,4.0,18.4,61.0,13.0
1,4.0,18.9,69.0,13.0
1,4.0,17.1,71.0,13.0
1,3.0,17.9,63.0,13.0
1,2.0,19.3,63.0,13.0
1,4.0,18.7,70.0,13.0
1,4.0,17.5,65.0,13.0
1,3.0,19.4,64.0,13.0
1,4.0,18.6,71.0,13.0
1,4.0,18.4,70.0,13.0
1,4.0,17.5,65.0,13.0
1,4.0,20.1,60.0,13.0
1,4.0,18.5,64.0,13.0
1,5.0,18.1,61.0,13.0
1,4.0,18.7,66.0,13.0
1,4.0,18.9,70.0,13.0
1,4.0,18.9,70.0,13.0
1,4.0,17.4,59.0,13.0
1,4.0,17.8,70.0,13.0
1,4.0,17.9,65.0,13.0
4,4.0,24.2,65.0,27.0
4,4.0,24.2,65.0,27.0
4,5.0,24.1,68.0,27.0
4,4.0,21.0,59.0,27.0
4,4.0,23.2,62.0,27.0
4,3.0,21.6,60.0,27.0
4,5.0,24.7,59.0,27.0
4,4.0,24.5,65.0,27.0
4,4.0,24.7,68.0,27.0
4,5.0,25.4,72.0,27.0
4,4.0,25.1,60.0,27.0
4,4.0,25.1,60.0,27.0
4,5.0,25.2,70.0,27.0
4,5.0,25.0,60.0,27.0
4,5.0,24.3,50.5,27.0
4,5.0,26.1,54.0,27.0
4,6.0,26.1,54.0,27.0
4,5.0,24.0,55.0,27.0
4,4.0,24.0,55.0,27.0
4,5.0,24.9,63.0,27.0
4,4.0,23.6,62.5,27.0
4,4.0,23.3,72.0,27.0
4,4.0,23.5,64.0,27.0
4,4.0,24.3,60.0,27.0
4,5.0,23.8,64.0,27.0
4,4.0,23.4,59.0,27.0
4,4.0,23.4,62.0,27.0
4,4.0,23.3,59.0,27.0
4,4.0,24.7,62.0,27.0
4,6.0,25.8,58.0,27.0
4,5.0,24.3,70.0,27.0
4,6.0,25.8,57.5,27.0
4,4.0,22.4,75.0,27.0
4,4.0,24.7,61.0,27.0
4,5.0,24.8,68.0,27.0
4,6.0,31.0,40.0,27.0
4,6.0,31.0,40.0,27.0
4,6.0,27.1,53.0,27.0
4,4.0,27.0,58.0,27.0
4,4.0,26.9,57.5,27.0
4,5.0,26.0,57.0,27.0
4,4.0,27.7,52.0,27.0
4,6.0,28.2,44.0,27.0
4,7.0,28.6,44.0,27.0
4,5.0,27.2,56.0,27.0
4,6.0,30.1,44.0,27.0
4,5.0,30.1,44.0,27.0
4,5.0,28.2,56.0,27.0
4,5.0,30.1,44.0,27.0
4,5.0,27.4,68.0,27.0
4,5.0,30.2,43.0,27.0
4,4.0,26.4,56.0,27.0
4,6.0,25.7,62.0,27.0
4,5.0,25.7,62.0,27.0
4,7.0,26.1,67.0,27.0
4,5.0,25.6,55.0,27.0
4,5.0,26.0,69.0,27.0
4,5.0,25.0,69.0,27.0
4,6.0,26.5,65.0,27.0
4,5.0,26.2,69.0,27.0
4,6.0,26.5,68.0,27.0
4,4.0,25.5,68.0,27.0
4,6.0,26.4,69.0,27.0
4,6.0,26.9,58.0,27.0
4,7.0,26.5,58.0,27.0
4,5.0,28.3,58.0,27.0
4,6.0,26.3,68.0,27.0
4,7.0,27.8,65.0,27.0
4,5.0,26.2,56.0,27.0
4,6.0,27.8,65.0,27.0
4,5.0,24.6,67.0,27.0
4,5.0,25.4,68.0,27.0
4,6.0,26.3,68.0,27.0
4,6.0,29.5,66.0,27.0
4,5.0,29.5,66.0,27.0
4,5.0,28.1,60.0,27.0
4,5.0,29.5,67.0,27.0
4,5.0,27.5,59.0,27.0
4,5.0,27.0,61.0,27.0
4,5.0,26.9,61.0,27.0
4,5.0,25.4,63.0,27.0
4,4.0,28.0,64.0,27.0
4,7.0,30.5,54.0,27.0
4,7.0,30.5,54.0,27.0
4,4.0,26.5,51.0,27.0
4,5.0,28.5,60.0,27.0
4,5.0,26.2,57.0,27.0
4,5.0,27.3,54.0,27.0
4,5.0,28.5,60.0,27.0
4,5.0,27.2,51.5,27.0
4,3.0,27.1,63.0,27.0
4,4.0,26.7,56.0,27.0
4,5.0,28.8,51.5,27.0
4,5.0,26.2,60.0,27.0
4,6.0,26.0,60.5,27.0
4,5.0,26.8,52.0,27.0
4,6.0,27.8,58.0,27.0
4,5.0,26.1,61.0,27.0
4,7.0,27.8,58.0,27.0
4,4.0,27.8,53.0,27.0
4,5.0,26.4,58.5,27.0
4,7.0,28.0,53.0,27.0
4,6.0,28.0,53.0,27.0
4,5.0,25.4,57.0,27.0
4,5.0,26.8,52.0,27.0
4,5.0,27.2,51.5,27.0
4,5.0,29.4,71.0,27.0
4,6.0,29.9,66.0,27.0
4,5.0,29.0,76.5,27.0
4,6.0,29.3,68.0,27.0
4,5.0,28.5,60.0,27.0
4,7.0,30.9,79.0,27.0
4,6.0,29.0,76.5,27.0
4,7.0,30.9,79.0,27.0
4,6.0,29.9,66.0,27.0
4,6.0,29.5,72.0,27.0
4,6.0,31.0,57.0,27.0
4,6.0,31.0,57.0,27.0
4,6.0,29.3,68.0,27.0
4,6.0,29.4,65.0,27.0
4,6.0,29.9,56.0,27.0
4,4.0,27.0,63.0,27.0
4,4.0,27.0,63.0,27.0
4,4.0,28.6,61.0,27.0
4,5.0,29.0,60.0,27.0
4,4.0,26.8,63.0,27.0
4,4.0,26.4,64.0,27.0
4,4.0,26.3,67.0,27.0
4,4.0,28.0,65.0,27.0
4,5.0,28.0,65.0,27.0
4,5.0,27.8,61.0,27.0
4,6.0,27.8,61.0,27.0
4,4.0,25.7,59.0,27.0
4,4.0,25.8,58.0,27.0
4,4.0,25.8,58.0,27.0
4,4.0,27.1,60.0,27.0
4,4.0,27.4,58.0,27.0
4,4.0,27.1,67.0,27.0
4,5.0,29.0,60.0,27.0
4,5.0,27.0,63.0,27.0
4,4.0,27.1,67.0,27.0
4,5.0,28.0,61.0,27.0
4,5.0,28.0,69.0,27.0
4,5.0,27.6,74.0,27.0
4,5.0,27.4,73.0,27.0
4,5.0,27.2,65.0,27.0
4,5.0,30.1,64.0,27.0
4,5.0,26.0,71.0,27.0
4,6.0,29.9,62.0,27.0
4,5.0,26.3,56.0,27.0
4,5.0,26.1,72.0,27.0
4,5.0,27.0,59.0,27.0
4,6.0,29.0,75.0,27.0
4,6.0,29.0,75.0,27.0
4,4.0,28.2,73.0,27.0
4,5.0,27.2,61.0,27.0
4,5.0,28.0,61.0,27.0
1,4.0,23.0,56.0,13.0
1,4.0,23.0,56.0,13.0
1,4.0,23.1,59.0,13.0
1,4.0,23.2,58.0,13.0
1,4.0,25.3,48.0,13.0
1,4.0,23.2,58.0,13.0
1,4.0,23.0,58.0,13.0
1,4.0,23.4,63.0,13.0
1,4.0,23.0,56.0,13.0
1,4.0,24.5,59.0,13.0
1,4.0,24.5,59.0,13.0
1,4.0,23.0,58.0,13.0
1,4.0,24.0,50.0,13.0
1,4.0,24.0,50.0,13.0
1,4.0,22.5,57.0,13.0
1,4.0,23.2,55.0,13.0
1,4.0,22.6,56.0,13.0
1,4.0,22.6,56.0,13.0
1,4.0,23.2,58.0,13.0
1,4.0,25.8,66.0,13.0
1,5.0,22.9,58.0,13.0
1,3.0,22.5,67.0,13.0
1,4.0,23.1,68.0,13.0
1,3.0,22.1,65.0,13.0
1,3.0,22.1,65.0,13.0
1,3.0,23.0,68.0,13.0
1,4.0,23.9,57.0,13.0
1,5.0,24.4,63.0,13.0
1,3.0,21.7,68.0,13.0
1,4.0,25.8,59.0,13.0
1,3.0,23.0,67.0,13.0
1,4.0,22.7,68.0,13.0
1,3.0,22.5,68.0,13.0
1,4.0,23.9,58.0,13.0
1,2.0,22.0,67.0,13.0
1,4.0,23.4,57.5,13.0
1,4.0,22.9,57.5,13.0
1,2.0,18.4,57.5,13.0
1,4.0,21.0,56.0,13.0
1,2.0,21.0,58.0,13.0
1,3.0,17.8,58.0,13.0
1,3.0,21.0,57.0,13.0
1,2.0,18.7,56.0,13.0
1,3.0,19.2,60.0,13.0
1,4.0,20.9,59.0,13.0
1,2.0,21.3,67.0,13.0
1,4.0,19.4,58.0,13.0
1,4.0,22.9,75.0,13.0
1,2.0,17.6,57.8,13.0
1,4.0,17.5,58.0,13.0
1,4.0,18.2,59.0,13.0
1,2.0,18.0,56.0,13.0
1,2.0,18.4,58.0,13.0
1,4.0,18.0,60.0,13.0
1,4.0,18.0,60.0,13.0
1,3.0,17.3,60.0,13.0
1,2.0,16.8,58.0,13.0
1,4.0,16.7,62.0,13.0
1,3.0,17.7,58.0,13.0
1,3.0,17.8,56.0,13.0
1,3.0,17.5,56.0,13.0
1,3.0,16.3,59.0,13.0
1,4.0,18.5,59.0,13.0
1,4.0,18.5,59.0,13.0
1,3.0,16.5,56.0,13.0
1,4.0,17.2,59.0,13.0
1,4.0,17.2,59.0,13.0
1,4.0,16.3,58.0,13.0
1,4.0,17.1,58.0,13.0
1,3.0,18.0,56.0,13.0
1,4.0,18.0,56.0,13.0
1,2.0,16.8,58.0,13.0
1,3.0,18.5,60.0,13.0
1,3.0,18.1,70.0,13.0
1,3.0,18.1,70.0,13.0
1,3.0,18.0,68.0,13.0
1,4.0,19.1,68.0,13.0
1,4.0,18.8,68.0,13.0
1,3.0,16.8,69.0,13.0
1,3.0,17.0,68.0,13.0
1,3.0,16.9,70.0,13.0
1,3.0,19.0,68.0,13.0
1,3.0,18.5,62.0,13.0
1,4.0,18.5,62.0,13.0
1,4.0,18.2,65.0,13.0
1,4.0,19.0,65.0,13.0
1,4.0,19.0,65.0,13.0
1,4.0,18.5,69.0,13.0
1,4.0,19.1,65.0,13.0
1,3.0,19.1,65.0,13.0
1,4.0,19.1,68.0,13.0
1,4.0,18.8,67.0,13.0
1,3.0,18.8,70.0,13.0
1,3.0,18.7,68.0,13.0
1,3.0,18.2,65.0,13.0
1,3.0,18.2,68.0,13.0
1,3.0,18.2,69.0,13.0
1,3.0,18.8,65.0,13.0
1,2.0,18.9,69.0,13.0
1,4.0,20.1,65.0,13.0
1,3.0,18.3,65.0,13.0
1,3.0,19.2,69.0,13.0
1,3.0,18.9,65.0,13.0
1,3.0,18.2,68.0,13.0
1,4.0,20.0,65.0,13.0
1,4.0,18.6,66.0,13.0
1,3.0,18.5,66.0,13.0
1,2.0,18.6,65.0,13.0
1,2.0,18.8,67.0,13.0
1,4.0,18.7,68.0,13.0
1,4.0,17.9,65.0,13.0
1,4.0,17.9,65.0,13.0
1,4.0,18.9,57.0,13.0
1,3.0,15.9,68.0,13.0
1,4.0,18.2,62.0,13.0
1,3.0,18.2,62.0,13.0
1,4.0,18.7,60.0,13.0
1,4.0,18.7,60.0,13.0
1,3.0,16.6,68.0,13.0
1,4.0,16.6,68.0,13.0
1,4.0,16.5,61.0,13.0
1,4.0,16.5,61.0,13.0
1,4.0,18.4,60.0,13.0
1,4.0,18.4,60.0,13.0
1,3.0,16.8,64.0,13.0
1,4.0,16.8,64.0,13.0
1,3.0,15.7,63.0,13.0
1,3.0,15.7,63.0,13.0
1,4.0,19.0,63.0,13.0
1,4.0,19.0,63.0,13.0
1,4.0,20.7,64.0,13.0
1,4.0,19.2,54.0,13.0
1,4.0,16.7,53.0,13.0
1,4.0,19.9,55.0,13.0
1,4.0,19.1,54.0,13.0
1,4.0,19.4,53.0,13.0
1,4.0,20.4,55.0,13.0
1,4.0,16.1,57.0,13.0
1,4.0,19.9,54.0,13.0
1,4.0,19.4,58.0,13.0
1,4.0,16.5,55.0,13.0
1,4.0,19.2,56.0,13.0
1,4.0,20.9,64.0,13.0
1,3.0,16.2,53.0,13.0
1,4.0,19.3,58.0,13.0
1,4.0,20.5,52.0,13.0
1,4.0,17.9,66.0,13.0
1,4.0,18.9,61.0,13.0
1,4.0,18.9,60.0,13.0
1,4.0,19.6,54.0,13.0
1,4.0,19.6,54.0,13.0
1,4.0,19.7,54.0,13.0
1,4.0,18.8,57.0,13.0
1,4.0,18.5,56.0,13.0
1,4.0,18.5,56.0,13.0
1,4.0,18.5,54.0,13.0
1,4.0,18.5,54.0,13.0
1,4.0,17.3,52.0,13.0
1,4.0,17.3,52.0,13.0
1,4.0,18.8,57.0,13.0
